0.459441	0.312037	0.107753	0.147404	-1	Not
0	0	0.00852997	0	1	Not
0.0203704	0.0407407	0.0707517	-0.0203704	1	Not
0	0	0.0857691	0	1	Not
0.343348	0.317593	0.307805	0.025755	-1	Not
0.0407407	0.0814815	0.097934	-0.0407407	1	Not
0.129156	0.234259	0.203629	-0.105104	-1	Included
0	0	0.0146426	0	1	Not
0.00694444	0.0138889	0.0685086	-0.00694444	1	Not
0	0	0.00138363	0	1	Not
0	0	0.0328781	0	1	Not
0	0	0.000412357	0	1	Not
0	0	3.69263e-006	0	1	Not
0.316605	0.0263636	0.107753	0.290241	1	Included
0	0	0.00852997	0	1	Not
0	0	0.0707517	0	1	Not
0.131364	0.262727	0.0857691	-0.131364	-1	Included
0.32046	0.271818	0.307805	0.0486423	1	Included
0.0413636	0.0827273	0.097934	-0.0413636	1	Not
0.164299	0.304545	0.203629	-0.140247	-1	Included
0	0	0.0146426	0	1	Not
0.0195455	0.0390909	0.0685086	-0.0195455	1	Not
0	0	0.00138363	0	1	Not
0.00636364	0.0127273	0.0328781	-0.00636364	1	Not
0	0	0.000412357	0	1	Not
0	0	3.69263e-006	0	1	Not
0.303423	0	0.107753	0.303423	1	Included
0.020436	0.0408719	0.00852997	-0.020436	-1	Included
0.0690282	0.138056	0.0707517	-0.0690282	-1	Included
0.0322434	0.0644868	0.0857691	-0.0322434	1	Not
0.184551	0	0.307805	0.184551	1	Included
0	0	0.097934	0	1	Not
0.337185	0.650318	0.203629	-0.313133	-1	Included
0.0508629	0.101726	0.0146426	-0.0508629	-1	Included
0	0	0.0685086	0	1	Not
0.00227066	0.00454133	0.00138363	-0.00227066	-1	Included
0	0	0.0328781	0	1	Not
0	0	0.000412357	0	1	Not
0	0	3.69263e-006	0	1	Not
0.398704	0.190563	0.107753	0.208141	-1	Not
0.0775862	0.155172	0.00852997	-0.0775862	-1	Included
0.0539927	0.107985	0.0707517	-0.0539927	-1	Included
0	0	0.0857691	0	1	Not
0.32702	0.284936	0.307805	0.0420831	1	Included
0.0607985	0.121597	0.097934	-0.0607985	-1	Included
0.0120259	0	0.203629	0.0120259	1	Included
0	0	0.0146426	0	1	Not
0.069873	0.139746	0.0685086	-0.069873	-1	Included
0	0	0.00138363	0	1	Not
0	0	0.0328781	0	1	Not
0	0	0.000412357	0	1	Not
0	0	3.69263e-006	0	1	Not
0.303423	0	0.107753	0.303423	1	Included
0	0	0.00852997	0	1	Not
0	0	0.0707517	0	1	Not
0.237037	0.474074	0.0857691	-0.237037	-1	Included
0.211403	0.0537037	0.307805	0.157699	1	Included
